"DATE","AWAY_NAME","HOME_NAME","AWAY_2PA","AWAY_2PM","AWAY_3PA","AWAY_3PM","AWAY_FTA","AWAY_FTM","AWAY_TO","AWAY_ORB","AWAY_DRB","HOME_2PA","HOME_2PM","HOME_3PA","HOME_3PM","HOME_FTA","HOME_FTM","HOME_TO","HOME_ORB","HOME_DRB","AWAY_PTS_Q1","HOME_PTS_Q1","AWAY_PTS_Q2","HOME_PTS_Q2","AWAY_PTS_Q3","HOME_PTS_Q3","AWAY_PTS_Q4","HOME_PTS_Q4","AWAY_PTS_FINAL","HOME_PTS_FINAL"
20091121,"ATL","NO",72,31,22,4,17,14,8,20,32,68,25,17,12,17,10,12,13,35,19,22,42,49,60,71,88,96,88,96
20091121,"CHI","DEN",70,34,11,2,24,19,16,10,31,61,35,25,7,26,21,12,11,36,27,14,52,49,71,75,93,112,93,112
20091121,"DET","UTA",65,32,15,4,25,21,17,9,31,62,29,11,3,44,33,16,8,26,24,27,46,42,68,64,90,90,97,100
20091121,"MIL","MEM",58,29,25,9,24,18,13,6,35,66,34,14,3,29,21,16,11,36,19,29,45,50,76,72,103,98,103,98
20091121,"MIN","POR",68,27,9,2,18,18,12,10,24,54,29,24,10,28,18,10,15,33,14,23,37,40,63,76,78,106,78,106
20091121,"NY","NJ",57,26,23,8,28,22,15,11,36,72,33,18,4,19,13,14,14,31,29,24,52,43,74,67,98,91,98,91
20091121,"PHI","CLE",69,32,19,5,16,12,10,13,29,55,28,20,8,21,17,11,8,37,23,36,51,54,81,75,91,97,91,97
20091121,"SAC","HOU",69,36,16,7,17,13,14,9,29,72,40,18,3,26,24,8,12,30,27,33,52,59,84,80,106,113,106,113
20091121,"WAS","SA",65,24,19,4,34,24,9,11,33,65,30,21,10,21,16,11,12,47,21,27,40,52,58,80,84,106,84,106
20091122,"BOS","NY",60,25,25,10,35,27,16,11,37,58,28,30,10,24,19,18,11,35,30,22,56,53,77,82,98,98,107,105
20091122,"DET","PHO",71,31,18,7,12,8,15,17,22,55,31,18,11,25,22,14,9,29,26,29,42,58,63,84,91,117,91,117
20091122,"IND","CHA",56,27,22,5,24,19,18,9,27,72,40,10,1,28,21,16,11,35,20,28,41,52,60,81,88,104,88,104
20091122,"NO","MIA",63,24,28,12,19,17,10,11,30,58,30,13,7,28,21,15,4,38,25,30,52,59,83,86,101,102,101,102
20091122,"OKC","LAL",63,29,23,3,23,18,19,17,34,85,38,14,2,21,19,9,17,32,16,35,34,57,58,79,85,101,85,101
20091122,"ORL","TOR",51,25,32,9,35,27,7,14,32,61,28,16,6,28,22,9,8,35,22,28,50,49,76,76,104,96,104,96
20091123,"CHI","POR",67,31,13,6,22,18,6,8,19,58,36,15,6,40,32,10,14,33,28,31,51,66,80,90,98,122,98,122
20091123,"MIL","SA",67,34,16,7,14,9,9,9,20,57,30,21,10,26,22,16,13,33,18,23,50,49,74,86,98,112,98,112
20091123,"MIN","LAC",60,26,16,7,18,14,21,11,29,69,33,14,2,22,19,15,16,28,29,28,51,48,73,72,87,91,87,91
20091123,"SAC","MEM",67,35,16,6,23,17,21,10,25,67,38,9,3,42,31,17,11,27,18,25,50,60,69,86,105,116,105,116
20091124,"GS","DAL",67,32,21,10,21,17,21,10,36,67,34,15,4,25,23,18,9,32,25,27,50,54,78,82,111,103,111,103
20091124,"IND","TOR",59,27,27,12,26,22,13,7,27,59,34,18,9,37,28,13,8,35,31,39,53,74,92,100,112,123,112,123
20091124,"NJ","DEN",52,23,20,5,36,26,24,7,30,68,36,11,2,33,23,22,8,32,19,27,43,55,61,80,87,101,87,101
20091124,"NY","LAL",57,24,33,11,12,9,14,9,27,65,35,21,5,18,15,25,15,45,24,30,45,55,62,83,90,100,90,100
20091124,"OKC","UTA",58,29,18,8,25,22,16,6,25,67,35,10,3,18,15,24,11,26,25,28,53,52,84,68,104,94,104,94
20091124,"PHI","WAS",67,28,27,10,23,21,12,19,26,76,38,17,6,18,14,15,19,28,22,23,46,45,75,85,107,108,107,108
20091125,"CLE","DET",51,25,17,9,28,21,15,11,24,65,26,14,5,31,21,15,16,27,28,19,60,42,80,66,98,88,98,88
20091125,"DAL","HOU",67,46,17,9,14,11,12,7,29,63,33,20,5,29,18,17,13,20,36,25,68,51,91,77,130,99,130,99
20091125,"DEN","MIN",62,32,18,10,33,30,19,9,34,80,40,19,4,28,19,13,16,29,29,18,62,42,102,79,124,111,124,111
20091125,"GS","SA",75,37,11,3,26,21,16,6,28,67,39,18,5,32,25,15,8,33,31,33,58,60,81,91,104,118,104,118
20091125,"LAC","IND",80,25,10,4,14,11,14,14,41,68,26,17,6,20,16,9,9,43,19,12,43,34,59,55,73,86,73,86
20091125,"MEM","PHO",86,44,8,1,25,20,14,22,27,67,43,17,9,18,13,8,7,22,27,27,49,60,77,98,111,126,111,126
20091125,"MIA","ORL",65,27,20,6,32,27,8,15,35,46,18,31,14,33,20,15,10,32,26,24,43,44,66,71,99,98,99,98
20091125,"MIL","NO",71,31,25,7,22,16,18,11,38,69,28,24,6,31,28,23,19,42,30,20,47,39,70,68,91,91,99,102
20091125,"NJ","POR",75,35,6,1,14,10,13,15,24,53,26,17,9,24,14,17,13,29,23,28,44,49,56,62,83,93,83,93
20091125,"NY","SAC",52,25,39,10,18,17,17,16,27,62,31,27,12,18,13,18,14,36,24,30,51,61,73,93,97,111,97,111
20091125,"PHI","BOS",62,26,20,13,26,19,15,12,27,51,31,27,7,39,30,12,11,26,23,27,52,51,85,79,110,113,110,113
20091125,"TOR","CHA",68,26,19,4,23,17,18,12,30,75,37,18,5,32,27,10,15,34,23,20,46,52,67,85,81,116,81,116
20091126,"CHI","UTA",73,31,8,3,19,15,15,13,26,69,43,5,2,23,13,14,9,27,22,28,40,57,65,81,86,105,86,105
20091126,"ORL","ATL",49,25,31,10,20,13,13,13,40,66,26,19,7,7,3,13,11,30,23,25,39,51,67,65,93,76,93,76
20091127,"ATL","PHI",56,29,18,9,20,15,15,8,34,60,27,18,8,11,8,13,6,26,26,23,46,41,75,66,100,86,100,86
20091127,"CLE","CHA",51,30,28,6,17,9,17,10,36,60,29,14,6,30,18,12,5,30,19,26,43,58,71,82,87,94,87,94
20091127,"DAL","IND",71,32,21,9,28,22,15,17,37,54,26,22,7,28,19,15,7,26,35,26,66,54,95,69,113,92,113,92
20091127,"LAC","DET",53,35,10,2,35,28,9,4,31,74,28,17,8,22,16,11,19,24,27,27,47,54,74,75,104,96,104,96
20091127,"MEM","POR",72,39,8,4,19,16,10,11,31,57,23,24,10,26,20,10,13,24,29,15,61,39,77,63,106,96,106,96
20091127,"MIL","OKC",62,23,20,8,22,20,13,11,29,66,32,14,6,35,26,11,14,38,26,31,50,51,63,78,90,108,90,108
20091127,"NJ","SAC",85,34,9,2,27,22,11,16,23,59,33,12,6,34,25,19,5,40,20,33,42,59,69,84,96,109,96,109
20091127,"NY","DEN",61,32,31,13,31,22,9,16,24,65,35,19,10,35,28,11,11,32,30,26,60,61,87,92,125,128,125,128
20091127,"PHO","MIN",62,41,24,10,10,8,19,7,38,72,33,14,2,32,23,15,12,23,32,22,60,39,92,65,120,95,120,95
20091127,"SA","HOU",66,30,5,2,34,26,15,8,38,74,25,18,8,14,10,12,17,29,18,23,44,46,68,58,92,84,92,84
20091127,"TOR","BOS",56,32,14,7,23,18,25,10,21,60,41,17,7,15,13,17,6,20,27,33,55,54,72,87,103,116,103,116
20091127,"WAS","MIA",72,40,14,2,15,8,12,16,32,56,28,26,6,14,10,14,10,26,26,24,51,42,67,64,94,84,94,84
20091128,"CHA","WAS",66,31,10,4,25,18,15,10,31,61,26,16,4,13,12,15,7,31,22,19,42,32,69,50,92,76,92,76
20091128,"DAL","CLE",53,26,19,8,24,19,10,5,19,65,36,13,9,17,12,14,10,29,26,35,55,68,79,87,95,111,95,111
20091128,"LAL","GS",72,40,22,11,24,17,8,7,42,75,32,17,4,24,21,14,10,36,36,22,60,50,98,75,130,97,130,97
20091128,"ORL","MIL",55,31,22,8,25,14,17,13,37,71,26,19,11,17,13,6,15,29,21,26,47,56,73,72,100,98,100,98
20091128,"POR","UTA",57,31,18,3,29,21,14,10,24,59,36,12,7,27,15,11,7,30,17,32,44,59,67,89,92,108,92,108
20091129,"ATL","DET",53,30,21,7,8,7,14,6,21,85,39,6,1,16,13,13,24,29,25,27,47,55,65,67,88,94,88,94
20091129,"BOS","MIA",48,31,21,5,23,15,15,6,35,64,31,15,2,28,17,12,11,27,29,31,55,48,67,65,92,85,92,85
20091129,"HOU","OKC",71,31,23,7,18,17,15,23,23,60,35,15,1,20,18,20,8,27,25,29,45,54,69,71,100,91,100,91
20091129,"MEM","LAC",61,34,15,3,18,11,17,6,24,67,37,11,2,27,18,17,17,30,28,21,58,43,81,65,88,98,88,98
20091129,"MIN","DEN",68,40,16,3,21,17,15,9,37,60,29,24,6,30,24,14,11,32,25,40,50,64,81,76,106,100,106,100
20091129,"NJ","LAL",67,29,12,5,20,14,18,10,28,55,27,25,13,21,13,17,10,33,12,27,34,59,60,87,87,106,87,106
20091129,"NO","SAC",61,32,19,5,20,17,15,11,21,65,35,18,9,19,15,13,10,28,26,26,45,57,74,82,96,112,96,112
20091129,"ORL","NY",45,29,38,13,31,17,9,11,36,60,33,23,9,13,9,9,3,34,31,29,54,52,82,73,114,102,114,102
20091129,"PHI","SA",70,30,19,5,17,14,12,13,22,58,27,18,10,16,13,18,14,27,23,25,45,54,70,80,89,97,89,97
20091129,"PHO","TOR",54,30,30,13,17,14,17,11,37,72,35,20,1,26,21,12,15,29,33,25,50,49,84,76,113,94,113,94
20091130,"CHI","MIL",72,32,8,2,33,27,14,17,33,66,29,26,10,21,11,12,20,28,17,22,44,48,72,77,97,99,97,99
20091130,"IND","GS",65,35,21,3,34,28,25,14,29,61,37,19,8,34,28,22,4,32,33,25,57,51,83,85,107,126,107,126
20091130,"MEM","UTA",67,34,9,2,32,19,16,9,21,63,38,14,7,25,23,13,5,30,22,31,48,61,70,95,93,120,93,120
20091130,"PHI","DAL",75,33,16,4,27,24,17,24,36,66,30,21,10,17,14,10,11,26,23,28,43,57,72,78,102,104,102,104
20091201,"BOS","CHA",49,26,17,10,29,26,19,8,30,68,30,11,2,35,24,11,14,20,29,18,62,39,88,66,108,90,108,90
20091201,"GS","DEN",68,35,26,6,24,19,14,10,23,81,49,14,3,32,28,15,18,39,28,25,55,69,84,107,107,135,107,135
20091201,"MIA","POR",58,33,17,7,27,20,9,6,28,67,26,20,8,32,24,11,21,28,32,28,60,50,88,72,107,100,107,100
20091201,"NO","LAL",65,37,21,4,15,13,15,8,30,51,32,22,6,33,28,17,2,32,27,31,42,62,69,90,99,110,99,110
20091201,"PHO","NY",60,31,17,4,32,25,17,12,28,64,33,31,14,27,18,12,19,31,28,39,58,71,76,100,99,126,99,126
20091201,"WAS","TOR",66,34,18,6,32,20,10,11,32,63,28,21,8,27,22,17,13,37,25,24,55,54,72,77,106,102,106,102
20091202,"DAL","NJ",57,36,18,8,25,21,18,10,32,59,28,18,6,32,27,14,7,21,28,28,77,50,105,78,117,101,117,101
20091202,"DET","CHI",62,26,16,4,31,21,15,17,23,60,29,9,4,30,22,18,12,29,10,24,38,48,57,74,85,92,85,92
20091202,"HOU","LAC",52,26,23,12,17,14,18,11,27,61,33,14,1,19,16,16,10,26,27,26,52,52,76,72,102,85,102,85
20091202,"IND","SAC",70,33,22,7,25,18,18,22,27,63,32,18,9,25,19,19,10,29,33,30,57,60,81,88,105,110,105,110
20091202,"MEM","MIN",58,28,17,6,32,23,10,7,27,64,33,10,4,25,17,15,7,32,22,28,47,55,77,73,97,95,97,95
20091202,"MIL","WAS",68,33,27,9,12,9,9,6,30,60,35,10,3,34,25,17,3,39,22,26,54,50,80,79,102,104,102,104
20091202,"NY","ORL",60,29,24,10,21,16,18,13,23,48,33,30,10,30,22,19,12,34,23,31,39,51,70,92,104,118,104,118
20091202,"PHI","OKC",51,23,23,14,19,18,16,7,22,61,31,24,12,23,19,15,18,25,33,29,55,54,82,88,106,117,106,117
20091202,"PHO","CLE",57,22,23,10,21,16,17,11,30,71,39,22,6,16,11,11,15,36,14,33,29,57,58,79,90,107,90,107
20091202,"TOR","ATL",66,32,16,10,34,21,9,8,21,67,41,21,11,39,31,9,15,36,26,33,54,75,84,114,115,146,115,146
20091203,"BOS","SA",60,32,18,4,19,14,12,2,30,72,35,16,2,17,7,19,20,35,25,15,47,39,74,63,90,83,90,83
20091203,"HOU","GS",59,32,23,8,29,23,23,13,36,68,30,23,11,20,16,17,10,27,28,28,58,51,83,89,111,109,111,109
20091203,"MIA","DEN",64,29,18,6,31,20,12,14,31,59,27,17,9,43,33,12,10,31,22,25,42,58,68,92,96,114,96,114
20091204,"BOS","OKC",52,30,17,9,24,18,18,9,31,51,29,17,3,26,20,16,6,24,31,20,60,49,88,65,105,87,105,87
20091204,"CHA","NJ",57,26,16,7,30,18,19,10,41,72,29,15,5,29,24,9,10,29,29,28,51,47,69,68,91,97,91,97
20091204,"CHI","CLE",69,28,9,5,20,16,15,12,30,58,33,18,6,31,17,11,17,27,25,30,46,47,61,76,87,101,87,101
20091204,"DAL","MEM",62,24,29,8,10,10,15,18,28,68,30,17,9,15,11,16,14,32,30,28,51,58,67,78,82,98,82,98
20091204,"IND","UTA",41,19,27,8,34,25,16,3,35,69,32,16,5,27,17,16,14,39,14,32,44,57,70,79,87,96,87,96
20091204,"MIA","LAL",63,31,13,6,42,27,13,14,33,76,35,17,5,28,23,8,18,25,23,21,48,51,76,76,107,108,107,108
20091204,"MIL","DET",53,26,30,10,19,14,10,3,27,54,35,14,4,33,23,21,5,41,23,34,55,63,72,83,96,105,96,105
20091204,"MIN","NO",71,29,14,7,16,10,17,16,34,57,31,21,8,21,12,16,7,33,22,20,49,47,65,75,89,98,89,98
20091204,"NY","ATL",53,34,25,11,20,13,12,7,31,67,37,23,4,29,21,6,18,24,35,34,64,51,83,84,114,107,114,107
20091204,"TOR","WAS",66,32,25,9,23,18,17,14,35,66,25,29,10,34,27,10,19,33,27,17,53,46,71,71,96,96,109,107
20091205,"ATL","DAL",76,30,13,2,22,14,9,16,34,43,17,24,8,24,17,16,7,39,27,19,41,40,64,60,80,75,80,75
20091205,"DEN","SA",70,34,9,4,33,26,15,11,27,49,26,21,7,31,26,19,5,26,23,30,53,59,75,76,106,99,106,99
20091205,"HOU","POR",60,30,17,4,23,17,9,11,24,55,28,12,4,26,22,12,6,31,23,23,48,45,69,68,89,90,89,90
20091205,"IND","LAC",51,22,21,5,19,13,21,4,30,67,25,16,4,31,26,21,19,39,18,22,39,41,56,63,72,88,72,88
20091205,"ORL","GS",48,27,26,12,41,36,16,7,31,74,38,15,4,36,30,15,10,22,42,33,72,64,97,100,126,118,126,118
20091205,"PHI","CHA",72,31,19,8,26,19,13,14,27,61,29,17,9,26,21,17,11,33,22,28,48,49,86,78,105,106,105,106
20091205,"SAC","PHO",67,30,23,9,29,20,10,18,30,64,27,24,11,34,28,9,17,26,26,35,55,60,83,82,107,115,107,115
20091205,"TOR","CHI",62,33,21,7,26,23,13,18,35,57,26,20,4,24,14,14,11,21,37,16,64,44,87,58,110,78,110,78
20091205,"UTA","MIN",70,41,16,2,17,13,14,12,24,68,40,9,4,24,16,14,8,33,24,22,50,47,73,73,101,108,101,108
20091206,"CLE","MIL",64,29,10,6,27,25,19,8,40,73,31,20,4,16,12,12,11,27,21,17,52,33,75,57,101,86,101,86
20091206,"MIA","SAC",51,34,19,7,31,26,13,6,27,57,29,22,8,32,20,17,12,22,30,25,59,44,88,77,115,102,115,102
20091206,"NJ","NY",65,35,16,5,15,12,14,8,25,62,30,15,6,34,28,16,15,33,30,26,61,53,79,86,97,106,97,106
20091206,"PHO","LAL",70,33,13,4,11,10,15,10,27,60,28,21,10,26,22,12,12,30,26,29,44,54,66,87,88,108,88,108
20091206,"WAS","DET",57,28,21,6,23,20,17,12,29,62,31,20,4,36,24,12,15,26,19,24,49,52,69,71,94,98,94,98
20091207,"DEN","PHI",56,18,18,11,26,24,15,11,30,68,30,19,5,9,8,13,17,30,20,26,41,44,63,65,93,83,93,83
20091207,"GS","OKC",63,29,13,4,22,18,20,3,34,67,30,16,5,35,29,19,15,42,23,22,49,50,67,79,88,104,88,104
20091207,"POR","NY",58,30,8,1,25,21,19,8,33,52,19,26,13,24,16,13,12,25,18,18,38,49,55,78,84,93,84,93
20091207,"SA","UTA",48,25,22,9,31,24,15,7,26,68,35,11,7,15,13,13,9,23,31,24,57,49,76,86,101,104,101,104
20091208,"CLE","MEM",66,30,24,10,24,19,21,16,29,77,34,14,6,32,25,16,17,27,31,25,59,48,78,76,100,100,109,111
20091208,"DEN","CHA",59,32,16,2,30,25,18,7,28,62,29,14,6,37,31,18,14,29,26,29,49,54,75,78,95,107,95,107
20091208,"MIL","BOS",64,30,15,4,19,17,20,14,30,49,29,18,6,31,22,16,5,30,27,26,48,49,71,71,89,98,89,98
20091208,"MIN","TOR",73,30,16,3,23,19,15,14,39,59,24,21,2,48,40,9,15,38,20,23,35,43,63,64,88,94,88,94
20091208,"NJ","CHI",64,35,20,3,28,24,14,11,28,76,37,12,4,23,15,19,16,27,26,24,54,54,80,70,103,101,103,101
20091208,"ORL","LAC",37,18,34,14,25,19,17,7,37,68,28,17,6,19,12,13,9,29,34,24,53,47,73,69,97,86,97,86
20091208,"PHO","DAL",60,28,19,7,25,24,16,6,34,62,32,23,6,23,20,15,12,30,29,23,50,49,70,77,101,102,101,102
20091208,"SAC","NO",68,38,13,3,19,9,11,9,30,56,29,18,8,23,14,14,8,33,19,29,48,48,68,67,94,96,94,96
20091209,"CHI","ATL",65,24,12,4,27,23,19,11,29,64,35,24,9,28,21,8,10,33,21,22,42,56,57,87,83,118,83,118
20091209,"CLE","HOU",60,25,15,5,28,20,20,11,36,58,23,21,9,31,22,15,7,30,19,33,39,52,58,68,85,95,85,95
20091209,"DET","PHI",66,33,8,1,24,21,15,16,29,57,27,18,6,19,14,14,13,19,18,16,42,42,67,63,90,86,90,86
20091209,"GS","NJ",75,39,12,4,21,15,19,16,30,69,33,10,1,29,20,22,15,29,20,27,58,48,81,70,105,89,105,89
20091209,"NO","MIN",58,26,25,13,10,6,12,5,24,69,38,9,3,20,11,21,13,36,29,29,53,64,78,83,97,96,97,96
20091209,"POR","IND",63,33,16,6,27,18,12,8,32,75,35,17,3,17,12,12,15,31,26,19,52,45,77,75,102,91,102,91
20091209,"SAC","SA",75,40,13,6,15,8,16,9,29,76,39,9,8,22,16,13,7,34,24,30,54,63,82,89,106,118,106,118
20091209,"TOR","MIL",54,29,14,4,33,25,14,4,30,59,33,21,9,28,24,9,8,30,22,29,45,57,74,83,95,117,95,117
20091209,"UTA","LAL",69,25,17,4,19,15,17,15,32,62,31,16,5,31,24,9,10,35,24,24,52,48,71,73,77,101,77,101
20091210,"BOS","WAS",63,33,12,4,37,26,14,10,30,67,35,18,6,22,14,14,8,26,27,28,64,50,83,74,104,102,104,102
20091210,"DEN","DET",61,28,15,6,31,25,15,10,27,62,28,14,5,41,30,12,15,28,24,23,50,52,73,80,99,101,99,101
20091210,"ORL","UTA",41,21,35,14,32,27,13,5,35,62,36,22,6,46,30,6,13,33,35,22,60,52,81,90,111,120,111,120
20091211,"ATL","TOR",65,34,18,9,19,16,13,13,24,64,34,10,2,23,15,17,10,23,29,27,61,48,89,71,111,89,111,89
20091211,"CHA","SA",63,29,12,3,29,18,20,8,17,49,29,17,10,24,16,28,8,32,19,29,42,59,71,72,85,104,85,104
20091211,"DAL","MIA",55,29,25,10,23,18,10,7,35,70,31,12,2,32,25,10,12,34,30,18,53,46,84,73,106,93,106,93
20091211,"GS","CHI",69,29,28,8,12,9,13,9,35,90,42,13,1,11,9,16,15,43,28,26,51,44,70,69,87,87,91,96
20091211,"HOU","PHI",53,25,21,8,33,22,12,7,33,76,33,6,1,30,22,13,15,37,19,29,48,51,76,64,96,91,96,91
20091211,"MIN","LAL",78,34,10,4,16,12,17,13,35,70,35,25,8,13,10,14,16,34,24,33,54,56,68,86,92,104,92,104
20091211,"NJ","IND",78,30,13,3,29,22,16,17,24,77,36,13,6,19,17,19,17,38,21,27,51,60,74,87,91,107,91,107
20091211,"NY","NO",53,30,25,13,15,14,15,6,41,58,28,27,6,25,22,11,11,30,21,30,53,62,81,79,113,96,113,96
20091211,"OKC","MEM",65,35,19,4,24,20,14,14,33,74,34,18,4,24,14,12,21,30,29,18,56,42,66,70,102,94,102,94
20091211,"ORL","PHO",38,19,38,13,38,26,21,15,36,58,31,28,10,24,14,12,12,30,22,33,52,61,81,85,103,106,103,106
20091211,"POR","CLE",57,29,23,8,18,17,13,7,23,67,40,12,3,19,15,16,8,32,23,26,54,45,76,76,99,104,99,104
20091212,"BOS","CHI",62,30,26,8,30,22,9,10,39,83,29,9,1,27,19,13,16,39,29,26,54,46,83,63,106,80,106,80
20091212,"CHA","DAL",58,27,23,7,27,22,20,13,31,75,34,18,3,26,21,13,20,30,20,26,46,43,70,62,85,85,97,98
20091212,"GS","DET",53,29,19,5,25,22,18,5,20,61,37,11,2,30,24,23,8,31,30,24,55,49,67,71,95,104,95,104
20091212,"IND","WAS",68,28,22,10,30,28,14,16,25,63,37,19,8,23,15,18,13,31,36,38,66,52,87,90,114,113,114,113
20091212,"LAL","UTA",59,34,21,3,24,17,17,13,29,59,33,18,7,18,15,15,8,27,25,25,53,59,71,80,94,102,94,102
20091212,"MIN","SAC",85,37,8,3,28,17,15,15,30,74,44,21,6,22,14,15,16,36,32,35,57,64,77,97,100,120,100,120
20091212,"PHO","DEN",54,31,12,5,28,22,21,5,30,61,25,17,7,43,34,15,15,23,26,29,60,47,77,77,99,105,99,105
20091212,"POR","MIL",74,31,18,6,29,21,18,15,37,72,37,19,8,17,10,16,8,36,16,21,44,39,59,69,87,87,101,108
20091213,"CLE","OKC",62,29,22,11,15,11,15,11,31,53,26,16,4,29,25,16,6,30,27,29,49,54,78,76,102,89,102,89
20091213,"HOU","TOR",63,29,24,3,25,21,13,15,26,68,35,12,5,21,16,14,9,31,17,32,42,55,63,75,88,101,88,101
20091213,"MEM","MIA",80,43,9,4,27,20,14,15,34,66,31,14,4,20,16,13,8,18,37,25,62,49,93,67,118,90,118,90
20091213,"NJ","ATL",77,39,10,5,19,14,14,10,28,75,38,17,11,29,21,13,16,35,29,31,50,62,82,101,107,130,107,130
20091213,"SA","LAC",55,32,20,11,26,18,13,8,29,73,34,13,4,15,10,14,14,24,39,23,66,56,88,75,115,90,115,90
20091214,"BOS","MEM",60,32,20,10,21,16,12,11,25,69,41,13,1,22,20,11,11,25,28,31,54,55,85,81,110,105,110,105
20091214,"GS","PHI",50,21,18,9,40,32,20,6,20,79,44,18,4,20,17,19,25,34,24,36,57,71,68,97,101,117,101,117
20091214,"IND","ORL",66,35,22,7,10,7,10,7,38,57,27,29,9,35,25,7,11,37,30,17,54,53,81,79,98,106,98,106
20091214,"MIN","UTA",68,33,15,7,34,23,15,14,34,66,36,15,5,37,21,12,7,29,30,33,61,65,88,82,110,108,110,108
20091214,"NO","DAL",66,32,23,7,11,5,12,9,24,54,32,15,6,13,12,23,6,34,18,35,43,49,66,71,90,94,90,94
20091214,"OKC","DEN",66,26,13,5,31,26,21,12,29,66,28,14,4,40,34,18,14,26,23,25,40,55,61,74,93,102,93,102
20091214,"WAS","LAC",69,28,16,5,28,24,19,16,31,66,29,16,6,31,21,20,15,32,25,21,44,39,69,67,95,97,95,97
20091215,"DET","HOU",75,38,21,4,13,8,9,17,27,59,39,16,2,32,23,11,8,36,19,29,47,56,68,81,96,107,96,107
20091215,"LAL","CHI",59,32,20,4,25,20,14,6,31,85,35,11,2,16,11,14,22,29,31,31,54,48,72,73,96,87,96,87
20091215,"NJ","CLE",59,25,18,5,29,24,10,15,21,54,35,13,4,27,17,14,8,33,22,30,45,52,63,72,89,99,89,99
20091215,"NY","CHA",50,27,25,7,20,12,21,8,27,62,33,15,3,22,19,22,12,30,20,24,47,46,74,66,87,94,87,94
20091215,"SA","PHO",70,33,16,7,20,17,13,12,30,77,38,18,11,13,7,12,16,31,17,28,52,67,84,89,104,116,104,116
20091215,"SAC","POR",61,29,15,5,22,15,13,11,25,63,32,13,4,26,19,11,12,27,23,23,54,43,73,66,88,95,88,95
20091215,"TOR","MIA",62,31,11,2,34,27,13,4,28,78,43,11,3,22,20,12,12,33,26,24,50,60,74,91,95,115,95,115
20091216,"CHA","IND",58,28,17,4,40,30,18,9,29,49,23,24,12,26,19,20,6,33,25,30,46,56,69,79,98,101,98,101
20091216,"CLE","PHI",58,25,15,9,40,31,11,10,28,64,31,17,5,25,24,15,17,28,32,26,60,55,83,80,108,101,108,101
20091216,"DAL","OKC",60,29,13,7,26,21,13,7,33,64,30,17,4,23,14,14,15,30,24,24,43,48,71,68,100,86,100,86
20091216,"DET","NO",63,30,14,5,16,12,16,12,23,50,29,21,6,23,19,18,11,30,28,25,55,42,73,70,87,95,87,95
20091216,"HOU","DEN",53,25,28,11,20,18,21,10,35,71,32,12,7,32,26,13,12,27,21,25,51,58,78,85,101,111,101,111
20091216,"LAC","MIN",67,37,23,10,26,16,10,13,35,80,34,11,1,30,24,13,14,29,27,29,64,53,91,79,120,95,120,95
20091216,"LAL","MIL",62,33,16,4,33,29,17,6,41,70,32,29,10,17,12,13,9,29,19,20,45,47,74,71,95,95,107,106
20091216,"MEM","ATL",69,35,7,3,22,18,20,13,29,77,39,16,6,18,14,14,19,24,24,22,42,51,66,83,97,110,97,110
20091216,"SA","GS",63,34,18,5,23,20,20,12,42,77,36,10,1,22,16,10,6,28,27,25,47,49,78,69,103,91,103,91
20091216,"TOR","ORL",77,34,12,5,20,16,10,10,21,45,29,30,14,23,18,14,8,34,24,35,54,66,79,92,99,118,99,118
20091216,"UTA","NJ",64,37,7,3,32,25,13,9,33,68,33,13,2,29,20,11,13,22,26,24,52,41,77,62,108,92,108,92
20091216,"WAS","SAC",76,37,19,4,26,23,12,17,30,63,35,23,5,33,27,11,12,34,33,34,54,59,80,89,109,112,109,112
20091217,"NY","CHI",39,15,47,16,16,11,10,8,29,69,32,9,3,28,25,15,8,41,34,23,50,48,72,69,89,98,89,98
20091217,"ORL","MIA",50,25,28,9,17,9,13,7,32,67,35,14,7,19,13,9,9,34,18,33,44,59,60,89,86,104,86,104
20091217,"PHO","POR",58,28,21,10,22,16,14,10,26,58,25,20,10,35,25,10,12,29,28,25,55,48,81,70,102,105,102,105
20091218,"DEN","NO",61,33,16,3,23,17,11,8,37,64,32,19,8,15,10,10,8,35,23,25,52,46,71,79,92,98,92,98
20091218,"DET","OKC",70,34,14,5,16,15,15,16,24,59,29,15,8,36,27,13,14,24,27,24,51,52,73,77,98,109,98,109
20091218,"HOU","DAL",75,36,20,8,26,20,16,14,31,75,32,20,8,27,20,16,17,33,19,24,49,41,73,65,100,100,116,108
20091218,"IND","MEM",65,32,21,3,27,21,13,14,28,75,34,14,8,21,15,16,14,34,24,28,56,51,73,83,94,107,94,107
20091218,"LAC","NY",51,28,21,5,24,20,15,7,29,58,31,23,7,13,12,12,10,29,31,16,58,42,72,72,91,95,91,95
20091218,"MIL","CLE",62,25,26,7,14,11,10,12,29,52,23,14,5,31,24,15,6,38,26,24,49,47,61,71,82,85,82,85
20091218,"NJ","TOR",59,30,17,5,22,20,23,11,23,74,43,9,6,21,14,15,13,24,15,39,33,70,60,94,95,118,95,118
20091218,"PHI","BOS",72,31,15,4,30,24,14,17,28,65,31,15,5,27,20,17,16,30,17,24,42,53,72,76,98,97,98,97
20091218,"SAC","MIN",64,35,27,4,22,14,18,10,27,79,45,7,2,21,16,22,9,38,22,27,45,52,76,87,96,112,96,112
