"DATE","AWAY_NAME","HOME_NAME","AWAY_2PA","AWAY_2PM","AWAY_3PA","AWAY_3PM","AWAY_FTA","AWAY_FTM","AWAY_TO","AWAY_ORB","AWAY_DRB","HOME_2PA","HOME_2PM","HOME_3PA","HOME_3PM","HOME_FTA","HOME_FTM","HOME_TO","HOME_ORB","HOME_DRB","AWAY_PTS_Q1","HOME_PTS_Q1","AWAY_PTS_Q2","HOME_PTS_Q2","AWAY_PTS_Q3","HOME_PTS_Q3","AWAY_PTS_Q4","HOME_PTS_Q4","AWAY_PTS_FINAL","HOME_PTS_FINAL"
20081101,"SAC","ORL",59,34,15,5,24,20,12,6,22,58,36,22,8,31,25,13,15,25,28,32,49,59,76,88,103,121,103,121
20081101,"TOR","MIL",47,22,16,8,26,23,19,3,32,68,33,13,3,19,12,15,9,30,24,22,41,39,70,60,91,87,91,87
20081101,"WAS","DET",66,37,13,4,25,23,8,5,19,65,36,14,6,32,27,18,16,33,21,31,52,51,76,81,109,117,109,117
20081102,"MIL","NY",70,32,11,4,30,18,14,10,38,45,18,36,12,18,14,16,11,30,27,23,49,45,75,61,94,86,94,86
20081102,"MIN","OKC",65,30,12,3,16,16,14,9,29,85,36,3,1,20,13,13,19,31,20,20,47,46,73,70,85,88,85,88
20081103,"CHI","ORL",73,33,13,5,18,12,18,11,35,53,24,27,9,31,21,19,16,33,21,31,47,50,68,76,93,96,93,96
20081103,"CLE","DAL",65,30,14,5,32,25,11,18,34,56,26,15,3,26,20,14,9,26,28,16,51,42,72,66,100,81,100,81
20081103,"DET","CHA",68,34,16,8,11,9,8,16,26,48,23,11,3,35,28,14,8,23,23,14,45,43,76,63,101,83,101,83
20081103,"GS","MEM",76,30,20,3,14,10,12,17,31,69,32,9,4,21,14,18,11,36,24,29,45,49,67,73,79,90,79,90
20081103,"SAC","PHI",61,32,15,4,18,15,21,7,21,63,35,13,10,35,25,14,11,23,23,35,48,68,65,93,91,125,91,125
20081103,"UTA","LAC",67,32,10,0,31,25,10,11,33,53,23,19,6,20,9,19,10,28,16,20,36,35,65,60,89,73,89,73
20081104,"BOS","HOU",65,37,12,3,27,20,17,14,32,63,27,24,7,28,24,11,15,26,28,22,58,53,81,78,103,99,103,99
20081104,"DAL","SA",64,36,17,7,5,5,7,9,36,52,23,20,7,20,14,7,8,26,23,16,54,36,76,58,98,81,98,81
20081104,"PHO","NJ",50,31,18,12,23,16,20,4,36,61,21,22,7,26,23,15,12,23,32,27,65,55,92,77,114,86,114,86
20081105,"ATL","NO",49,22,30,12,13,7,14,13,32,51,23,20,7,15,12,15,8,27,24,16,46,40,58,62,87,79,87,79
20081105,"BOS","OKC",66,29,17,7,23,17,14,12,37,71,25,13,6,19,15,15,13,33,21,29,51,44,70,55,96,83,96,83
20081105,"CHA","NY",74,36,10,5,15,11,19,18,26,51,26,26,12,14,13,21,9,27,20,19,51,51,76,81,98,101,98,101
20081105,"CHI","CLE",58,23,21,8,27,23,13,8,27,67,32,15,5,33,28,13,11,35,24,30,45,57,71,83,93,107,93,107
20081105,"DEN","GS",73,37,15,2,25,21,20,14,34,74,40,16,2,36,25,10,17,29,35,28,59,58,80,84,101,111,101,111
20081105,"DET","TOR",73,36,12,3,22,19,7,10,33,60,28,15,6,21,19,11,6,32,20,23,54,46,76,71,100,93,100,93
20081105,"LAC","LAL",67,27,23,8,15,10,19,12,32,63,25,22,8,45,32,12,15,39,29,27,51,47,68,72,88,106,88,106
20081105,"MEM","SAC",48,20,23,11,32,22,18,13,19,64,33,10,6,23,16,19,9,27,17,24,41,48,68,81,95,100,95,100
20081105,"PHI","MIA",57,22,15,5,26,24,26,11,33,63,33,20,6,28,22,14,12,29,17,24,38,59,63,75,83,106,83,106
20081105,"PHO","IND",61,38,16,5,29,22,17,8,35,58,28,25,9,27,20,16,8,28,27,38,59,66,90,84,113,103,113,103
20081105,"POR","UTA",54,22,19,10,27,22,16,15,20,63,35,11,4,22,21,16,12,26,23,23,52,45,78,74,96,103,96,103
20081105,"SA","MIN",84,44,13,6,28,23,12,9,38,87,39,19,8,28,23,10,11,35,18,18,45,49,74,71,106,106,129,125
20081105,"WAS","MIL",60,32,18,2,51,34,20,14,30,74,40,17,5,26,17,19,12,33,17,30,45,39,78,66,98,98,104,112
20081106,"HOU","POR",66,31,12,6,23,19,8,5,31,71,35,18,6,17,13,12,16,32,18,21,51,52,71,74,90,90,99,101
20081106,"PHI","ORL",78,31,17,5,13,11,14,17,37,57,28,25,9,26,15,10,11,35,16,30,43,54,66,75,88,98,88,98
20081107,"DAL","DEN",61,26,35,13,16,14,17,17,33,76,31,12,3,40,37,11,14,31,25,26,49,48,72,79,105,108,105,108
20081107,"DET","NJ",50,18,25,10,39,30,10,12,32,69,32,13,3,36,30,8,14,36,27,14,44,39,70,72,96,103,96,103
20081107,"HOU","LAC",63,28,16,6,21,18,13,12,34,72,33,11,3,14,8,11,11,29,25,18,49,41,71,66,92,83,92,83
20081107,"IND","CLE",65,33,25,10,11,11,24,19,25,57,33,20,7,28,24,16,7,23,29,20,48,43,74,71,107,111,107,111
20081107,"MEM","GS",72,36,17,5,30,22,13,17,38,72,34,12,2,43,30,13,13,28,28,30,48,50,81,74,109,104,109,104
20081107,"MIA","SA",61,29,16,7,22,20,8,7,38,50,21,35,11,13,8,14,12,32,26,12,50,32,75,56,99,83,99,83
20081107,"MIL","BOS",63,25,15,6,28,21,23,12,32,62,34,17,4,27,21,18,9,34,30,23,47,55,70,75,89,101,89,101
20081107,"MIN","SAC",61,28,23,8,33,29,10,14,24,66,39,18,7,23,22,10,10,30,27,36,55,62,79,92,109,121,109,121
20081107,"NO","CHA",48,21,28,11,19,14,17,11,26,49,21,18,7,31,29,15,10,27,28,26,35,47,61,66,89,92,89,92
20081107,"NY","WAS",58,33,32,13,19,9,10,4,32,73,41,16,5,19,11,12,9,41,29,28,64,58,89,88,114,108,114,108
20081107,"OKC","UTA",73,30,8,5,30,22,14,10,26,59,30,13,6,36,26,19,11,34,15,29,29,58,63,78,97,104,97,104
20081107,"PHO","CHI",59,24,10,4,29,23,18,5,28,61,34,16,6,24,14,12,10,37,17,20,34,48,59,79,83,100,83,100
20081107,"TOR","ATL",72,31,9,4,22,18,12,7,25,61,32,20,12,13,10,15,7,34,26,31,50,62,69,83,92,110,92,110
20081108,"CLE","CHI",66,32,16,6,28,24,12,12,24,72,31,13,5,23,20,14,17,21,32,27,54,57,74,77,106,97,106,97
20081108,"MIA","NO",51,23,21,8,26,19,10,8,29,49,24,27,10,29,22,10,12,33,23,24,36,47,66,74,89,100,89,100
20081108,"MIN","POR",72,30,12,5,24,18,11,14,24,52,27,21,7,30,22,11,16,29,24,18,49,43,70,69,93,97,93,97
20081108,"NJ","IND",57,23,18,6,26,16,14,10,27,49,25,33,11,22,15,13,15,36,27,32,51,49,66,74,80,98,80,98
20081108,"PHO","MIL",41,21,20,6,54,44,17,7,33,78,32,8,5,22,17,11,11,28,29,19,52,42,76,67,104,96,104,96
20081108,"WAS","ORL",63,25,16,6,18,13,16,7,28,54,31,24,8,30,20,13,12,30,21,27,39,58,58,84,81,106,81,106
20081109,"ATL","OKC",61,22,17,7,33,24,13,12,32,79,32,8,2,20,15,17,14,34,22,14,38,41,58,62,89,85,89,85
20081109,"BOS","DET",66,29,8,4,23,18,20,11,34,61,21,14,5,28,19,17,12,26,17,19,47,29,69,49,88,76,88,76
20081109,"DAL","LAC",69,33,18,3,23,17,13,11,33,58,29,20,9,23,18,18,6,35,24,25,45,47,69,73,92,103,92,103
20081109,"GS","SAC",81,36,14,3,26,17,16,15,30,75,37,13,5,32,26,17,13,37,33,36,57,63,74,90,98,115,98,115
20081109,"HOU","LAL",62,24,20,7,19,13,20,16,20,62,33,17,9,23,18,18,14,36,28,16,48,50,65,72,82,111,82,111
20081109,"MEM","DEN",55,22,16,5,38,31,23,5,35,62,29,16,4,45,30,22,11,40,34,28,54,53,69,73,90,100,90,100
20081109,"TOR","CHA",54,31,17,4,20,15,12,7,37,63,25,18,5,19,14,9,11,25,20,19,40,45,63,67,89,79,89,79
20081109,"UTA","NY",65,35,14,5,18,14,22,9,33,61,25,24,11,29,24,18,12,31,29,26,54,49,69,76,99,107,99,107
20081110,"MEM","PHO",71,34,15,4,25,22,16,11,28,55,29,21,8,28,25,19,7,31,19,19,44,44,70,82,102,107,102,107
20081110,"NJ","MIA",46,20,25,13,20,15,19,11,28,45,20,25,11,32,26,13,9,22,20,18,40,40,68,61,94,99,94,99
20081110,"OKC","IND",82,31,11,5,26,22,18,19,32,71,37,14,4,29,21,11,8,33,34,24,51,48,78,78,99,107,99,107
20081110,"POR","ORL",63,26,17,9,32,27,6,5,29,47,25,24,7,38,28,14,10,34,36,28,55,54,72,73,106,99,106,99
20081110,"TOR","BOS",58,25,19,8,18,13,16,8,31,53,26,20,6,27,24,11,5,34,23,18,48,36,65,59,87,94,87,94
20081111,"ATL","CHI",66,32,17,7,36,28,10,13,31,76,36,18,6,25,18,12,19,33,26,22,55,52,84,74,113,108,113,108
20081111,"DEN","CHA",58,28,15,4,28,20,16,8,27,50,24,27,7,17,11,18,6,30,18,24,42,46,71,62,88,80,88,80
20081111,"DET","SAC",58,26,19,6,36,30,7,11,28,66,35,14,4,17,10,13,11,33,18,31,50,50,75,77,100,92,100,92
20081111,"LAL","DAL",82,40,13,2,26,20,15,20,28,64,30,22,6,28,21,22,20,34,26,35,54,60,76,79,106,99,106,99
20081111,"MIL","CLE",63,23,16,7,31,26,17,17,28,52,32,20,3,32,26,10,8,28,18,23,42,48,71,74,93,99,93,99
20081111,"MIN","GS",85,42,25,5,14,11,11,20,27,61,30,19,8,37,29,20,11,38,27,27,50,58,87,83,106,106,110,113
20081111,"NY","SA",58,21,21,9,17,11,15,10,30,62,28,19,8,20,12,14,13,39,20,20,41,38,64,67,80,92,80,92
20081111,"UTA","PHI",70,34,17,4,18,13,15,15,32,67,27,9,2,24,20,17,9,33,26,20,49,37,63,67,93,80,93,80
20081112,"ATL","BOS",46,18,22,13,33,27,15,5,27,52,27,24,5,42,34,15,15,28,31,24,51,51,77,76,102,103,102,103
20081112,"HOU","PHO",69,33,17,6,15,10,10,11,34,71,29,14,3,17,15,14,16,35,23,22,44,37,74,55,94,82,94,82
20081112,"IND","NJ",59,29,15,6,25,22,12,9,29,58,26,22,8,15,11,18,13,29,28,24,50,43,69,59,98,87,98,87
20081112,"LAL","NO",62,26,16,6,28,23,9,9,31,59,29,17,5,20,13,17,8,35,28,17,51,30,71,52,93,86,93,86
20081112,"NY","MEM",54,33,34,19,9,9,12,5,31,66,35,16,5,22,18,17,9,30,23,24,60,49,95,77,132,103,132,103
20081112,"ORL","OKC",69,34,22,7,27,20,8,9,41,80,31,11,3,27,21,13,10,40,39,19,71,42,87,71,109,92,109,92
20081112,"PHI","TOR",69,37,11,6,17,14,13,9,31,59,29,21,5,28,23,14,14,23,26,13,51,45,78,71,106,96,106,96
20081112,"POR","MIA",59,30,19,7,31,23,12,12,28,49,25,23,9,24,19,19,7,28,27,19,50,47,73,75,104,96,104,96
20081112,"SA","MIL",54,25,20,7,9,7,11,7,30,64,29,11,2,25,18,8,14,33,18,15,43,31,59,53,78,82,78,82
20081112,"SAC","LAC",66,37,14,5,18,14,13,10,30,57,24,20,10,27,20,13,10,20,27,20,50,45,81,69,103,98,103,98
20081112,"UTA","WAS",57,26,19,7,19,14,18,13,24,57,24,14,5,40,32,17,16,26,26,23,41,46,66,65,87,95,87,95
20081113,"DAL","CHI",72,28,15,4,30,23,14,16,38,76,32,9,3,33,25,7,10,36,32,22,50,51,70,78,91,98,91,98
20081113,"DEN","CLE",54,27,19,8,24,21,14,8,25,66,41,16,6,12,10,9,8,26,36,33,61,58,81,88,99,110,99,110
20081113,"DET","GS",73,33,13,6,31,23,18,13,36,81,36,9,1,37,27,15,18,33,21,23,46,53,80,73,107,102,107,102
20081114,"ATL","NJ",53,23,27,15,23,17,12,9,25,67,31,13,7,39,32,8,14,31,22,27,50,49,76,73,108,115,108,115
20081114,"DEN","BOS",66,34,14,5,13,11,19,12,31,48,19,25,10,21,17,18,12,25,23,29,48,42,64,65,94,85,94,85
20081114,"DET","LAL",53,28,16,7,34,29,19,7,35,76,36,19,4,16,11,12,16,27,23,16,53,44,77,62,106,95,106,95
20081114,"HOU","SA",60,24,15,6,11,9,14,10,29,51,23,16,7,14,10,14,5,31,23,21,43,40,62,55,75,77,75,77
20081114,"MIL","MEM",78,32,13,3,32,28,19,23,39,67,29,19,5,24,23,13,8,28,21,25,37,49,64,64,87,87,101,96
20081114,"OKC","NY",86,43,7,1,24,17,16,12,40,62,33,27,7,40,29,14,11,37,20,37,44,68,77,93,106,116,106,116
20081114,"ORL","DAL",60,24,25,9,37,27,13,15,32,71,33,16,5,23,19,18,16,38,17,21,46,56,72,80,102,100,102,100
20081114,"PHI","IND",87,33,8,2,31,22,10,20,34,60,29,24,8,17,10,19,11,38,13,38,49,57,71,78,94,92,94,92
20081114,"PHO","SAC",63,31,15,5,34,20,23,15,33,63,30,17,4,30,23,19,9,31,27,23,53,42,70,61,86,86,97,95
20081114,"POR","NO",48,23,21,7,18,15,11,7,31,49,23,22,7,24,20,9,11,29,19,21,44,41,62,64,82,87,82,87
20081114,"UTA","CHA",70,31,12,5,24,19,20,18,23,61,29,12,5,38,31,15,17,22,25,18,43,44,68,71,96,104,96,104
20081114,"WAS","MIA",61,26,15,5,18,10,13,10,23,61,33,24,7,15,10,15,18,34,20,27,36,49,53,76,77,97,77,97
20081115,"BOS","MIL",49,23,18,8,36,32,19,7,30,73,26,12,5,38,30,14,18,25,21,20,50,38,71,59,93,93,102,97
20081115,"GS","LAC",75,41,19,7,24,18,12,14,34,65,30,26,6,28,25,11,14,26,36,31,58,50,90,83,121,103,121,103
20081115,"IND","CHI",78,31,16,4,21,17,20,17,42,78,32,15,5,27,25,11,8,40,19,27,47,55,73,81,91,104,91,104
20081115,"NJ","ATL",51,26,18,12,36,31,18,8,26,52,26,24,9,36,28,17,10,20,29,28,55,50,85,73,119,107,119,107
20081115,"NO","HOU",66,28,10,3,20,17,8,10,25,51,24,15,6,28,25,16,9,32,21,26,36,48,53,70,82,91,82,91
20081115,"OKC","PHI",79,32,7,2,21,15,19,12,33,82,39,14,6,23,14,14,19,39,22,24,42,46,60,79,85,110,85,110
20081115,"POR","MIN",55,24,20,9,18,13,12,10,31,70,32,7,2,14,13,11,7,26,27,25,41,51,65,71,88,83,88,83
20081115,"UTA","CLE",59,25,13,8,24,19,18,10,27,50,25,29,11,26,22,12,14,26,21,25,53,46,76,80,93,105,93,105
20081116,"DAL","NY",90,40,17,7,31,23,10,18,40,74,34,30,11,16,13,15,15,39,26,35,57,64,89,91,112,112,124,114
20081116,"DET","PHO",70,30,13,3,25,17,14,17,26,60,35,12,6,28,16,14,9,31,23,31,46,61,67,81,86,104,86,104
20081116,"MIA","TOR",68,29,24,8,15,14,12,15,20,59,30,17,6,34,29,20,16,36,27,29,54,50,78,80,96,107,96,107
20081116,"MIN","DEN",65,27,13,4,25,18,19,10,37,60,18,23,10,33,24,10,13,29,17,27,40,44,67,65,84,90,84,90
20081116,"ORL","CHA",47,25,26,7,24,19,14,8,30,62,29,12,3,27,18,14,11,30,19,21,38,43,65,61,90,85,90,85
20081116,"SA","SAC",54,25,20,9,17,13,14,6,28,59,27,15,6,19,16,18,9,33,15,23,43,42,68,72,90,88,90,88
20081117,"HOU","OKC",75,41,8,1,16,15,17,14,34,76,31,8,3,27,18,13,14,25,32,30,56,50,81,69,100,89,100,89
20081117,"PHO","UTA",58,31,16,5,27,20,13,5,21,77,37,8,3,36,26,11,17,30,32,23,54,57,77,83,97,109,97,109
20081117,"SA","LAC",61,28,20,8,6,6,16,5,31,71,33,16,3,10,8,13,14,33,21,23,43,38,68,64,86,83,86,83
20081118,"ATL","IND",66,29,19,7,25,17,10,12,29,67,36,13,8,24,17,14,8,38,25,32,48,61,73,88,96,113,96,113
20081118,"CHI","LAL",75,35,18,5,29,24,22,14,34,83,41,15,5,25,19,15,14,29,29,30,56,61,74,90,109,116,109,116
20081118,"CLE","NJ",58,23,17,10,40,30,12,13,37,65,27,14,2,30,22,13,12,27,26,28,49,52,77,65,106,82,106,82
20081118,"DAL","CHA",59,34,17,4,27,20,17,12,38,70,30,10,1,24,20,14,9,25,28,10,55,35,74,58,100,83,100,83
20081118,"MIA","WAS",55,27,25,9,21,13,14,12,30,67,29,8,2,27,23,15,7,30,23,17,43,41,73,67,94,87,94,87
20081118,"MIL","DEN",63,28,20,10,24,19,18,12,26,54,31,15,4,48,40,15,7,26,28,34,50,64,73,91,105,114,105,114
20081118,"NY","BOS",55,28,30,9,22,18,12,6,30,66,37,13,5,30,21,14,9,36,28,26,47,56,77,89,101,110,101,110
20081118,"POR","GS",57,25,22,12,29,20,21,14,26,65,30,15,6,35,33,16,12,28,27,24,49,51,73,80,106,111,106,111
20081118,"SAC","MEM",61,33,19,3,25,19,10,8,25,56,29,16,10,29,21,17,10,36,25,32,47,64,71,90,94,109,94,109
20081118,"TOR","ORL",66,33,14,2,23,18,24,11,33,58,26,23,11,23,18,17,8,29,26,21,45,45,67,73,90,103,90,103
20081119,"CHI","POR",66,26,15,2,21,16,21,17,16,67,35,16,7,31,25,17,17,32,13,34,37,62,57,88,74,116,74,116
20081119,"CLE","DET",51,23,22,8,25,19,14,9,29,63,33,12,5,18,15,12,6,29,24,16,49,38,68,66,89,96,89,96
20081119,"DAL","HOU",60,29,17,6,26,20,16,5,41,53,23,25,6,31,22,12,7,33,31,25,53,46,72,61,96,86,96,86
20081119,"DEN","SA",52,24,13,6,31,25,20,6,35,58,27,17,2,28,21,16,12,25,22,21,50,40,75,54,91,81,91,81
20081119,"LAC","OKC",81,41,16,5,13,11,11,14,30,65,25,10,5,23,23,21,9,33,20,26,49,52,81,68,108,88,108,88
20081119,"MIL","UTA",65,30,16,6,22,16,18,12,29,66,34,6,3,36,28,11,6,31,16,26,53,51,76,74,94,105,94,105
20081119,"PHI","MIN",74,39,11,1,23,15,16,11,29,62,34,12,4,30,22,15,6,27,27,24,52,56,65,76,96,102,96,102
20081119,"SAC","NO",56,34,19,7,21,16,16,11,21,64,38,13,2,17,14,14,13,21,23,29,51,54,77,76,105,96,105,96
20081119,"TOR","MIA",69,29,13,9,20,16,13,10,33,65,32,23,7,15,10,10,11,30,25,23,47,43,77,67,101,95,101,95
20081119,"WAS","ATL",60,27,25,8,12,9,12,10,30,59,25,25,8,22,17,17,22,36,26,28,50,44,67,70,87,91,87,91
20081120,"DET","BOS",55,24,13,5,24,17,17,9,28,59,29,14,7,28,19,13,11,31,21,21,40,49,57,77,80,98,80,98
20081120,"LAL","PHO",69,32,21,10,14,11,7,9,32,68,32,18,6,15,10,15,12,34,26,24,50,44,80,67,105,92,105,92
20081121,"BOS","MIN",62,33,13,4,24,17,16,6,39,68,23,15,3,27,23,14,12,29,22,21,36,39,71,49,95,78,95,78
20081121,"CHA","ATL",62,26,16,7,15,10,15,7,28,43,19,22,10,26,20,21,8,33,24,16,43,47,63,62,83,88,83,88
20081121,"CHI","GS",65,35,23,10,16,15,18,12,27,73,39,14,4,27,20,16,12,27,27,28,57,59,85,87,115,110,115,110
20081121,"DEN","LAL",65,31,19,5,20,13,15,14,25,62,35,22,6,20,16,15,13,30,20,35,47,67,67,88,90,104,90,104
20081121,"HOU","WAS",46,25,27,10,33,23,13,12,32,67,32,15,3,22,18,10,10,25,17,29,49,50,70,77,103,91,103,91
20081121,"LAC","PHI",67,30,10,4,22,16,25,16,31,73,32,7,2,27,19,19,15,26,16,28,49,46,72,68,88,89,88,89
20081121,"MEM","DAL",73,29,10,2,16,12,14,10,33,57,22,18,8,26,23,18,10,41,22,22,41,44,56,68,76,91,76,91
20081121,"NJ","TOR",78,46,25,7,21,16,7,12,33,64,31,23,11,38,32,14,8,36,22,33,47,61,76,85,111,111,129,127
20081121,"NO","OKC",64,32,17,8,22,17,14,3,32,64,23,7,3,29,25,26,9,39,26,17,60,39,83,57,105,80,105,80
20081121,"NY","MIL",60,24,30,7,23,18,14,9,37,81,38,14,4,22,16,14,17,43,19,28,47,50,60,72,87,104,87,104
20081121,"ORL","IND",55,25,31,12,18,14,18,5,42,83,31,16,7,20,15,14,15,38,28,34,50,54,70,77,91,91,100,98
20081121,"POR","SAC",55,31,26,14,15,13,16,13,25,66,36,14,4,15,12,13,10,19,28,25,57,51,94,69,117,96,117,96
20081121,"UTA","SA",60,34,13,2,26,20,15,7,29,56,27,25,15,25,20,11,12,24,24,29,53,61,71,95,94,119,94,119
20081122,"ATL","CLE",68,29,13,7,24,17,9,12,25,60,34,21,7,23,21,9,11,30,12,28,32,49,58,79,96,110,96,110
20081122,"HOU","ORL",65,33,18,7,18,13,13,8,34,54,26,27,7,26,22,13,8,30,25,17,51,53,73,71,100,95,100,95
20081122,"IND","MIA",57,28,23,9,23,17,21,11,30,69,36,10,5,28,22,11,5,31,31,20,60,48,79,79,100,109,100,109
20081122,"LAC","NJ",56,31,21,5,22,18,11,5,26,56,27,19,11,39,25,13,12,33,29,31,47,55,71,84,95,112,95,112
20081122,"MIL","CHA",53,20,15,5,31,24,21,14,36,61,26,17,3,22,13,18,14,30,22,21,35,36,62,52,79,74,79,74
20081122,"OKC","NO",60,33,12,5,23,16,12,7,22,57,34,17,6,24,23,12,8,27,30,28,48,53,72,82,97,109,97,109
20081122,"POR","PHO",56,24,34,11,18,11,9,17,19,57,32,18,8,21,14,18,11,33,17,21,36,41,62,72,92,102,92,102
20081122,"UTA","MEM",62,34,13,7,20,14,18,9,22,61,31,14,4,24,20,20,12,22,28,25,50,43,77,69,103,94,103,94
20081122,"WAS","NY",75,38,20,6,26,23,10,16,32,54,27,36,16,24,20,15,12,31,29,35,58,60,89,91,117,122,117,122
20081123,"BOS","TOR",56,35,17,10,30,18,18,9,29,55,24,15,7,37,34,15,8,23,32,20,59,49,95,73,118,103,118,103
20081123,"CHI","DEN",64,29,25,8,22,19,17,14,25,59,36,15,4,42,30,13,8,33,18,27,54,58,85,83,101,114,101,114
20081123,"GS","PHI",60,28,18,6,13,7,18,11,27,78,31,15,6,12,9,19,22,32,17,27,39,57,62,72,81,89,81,89
