"AWAY_2PA"	"AWAY_2PM"	"AWAY_3PA"	"AWAY_3PM"	"AWAY_FTA"	"AWAY_FTM"	"AWAY_TO"	"AWAY_ORB"	"AWAY_DRB"	"HOME_2PA"	"HOME_2PM"	"HOME_3PA"	"HOME_3PM"	"HOME_FTA"	"HOME_FTM"	"HOME_TO"	"HOME_ORB"	"HOME_DRB"	"WINNER"
"499"	60.125	28.5625	21.0625	7.875	26.6875	21.375	13.1875	10.4375	29.8125	67.25	31.5625	15.25	5	26.6875	21	13.5625	12.5625	30.875	"H"
"500"	65.0625	30.125	17.375	5.375	19.875	14.5	12.4375	10.375	28.1875	69.8125	31.8125	15.5	5.75	27.875	22.0625	13.6875	12.375	31.375	"H"
"501"	62.4666666666667	29.2666666666667	15.0666666666667	5.46666666666667	21.4666666666667	15.8	14.6666666666667	11	27.4	65.8888888888889	31.7222222222222	16.0555555555556	4.77777777777778	24.4444444444444	18.5	14.2222222222222	13	28.3888888888889	"A"
"502"	62.7647058823529	29.7647058823529	15.1764705882353	5.23529411764706	22.8823529411765	17.1176470588235	12.1176470588235	11	30.5294117647059	67.7222222222222	34.6111111111111	12.2222222222222	4.44444444444444	29	22.0555555555556	14.3333333333333	12.9444444444444	30.6111111111111	"H"
"503"	67.7391304347826	31.4782608695652	18.7826086956522	6.69565217391304	27.2173913043478	20.2173913043478	15.8260869565217	12.3913043478261	29.5652173913043	60.5294117647059	30.4117647058824	18.5882352941176	6.70588235294118	25.6470588235294	19.8823529411765	12.4117647058824	13.8235294117647	28.7058823529412	"H"
"504"	65.7619047619048	30.3333333333333	15.2380952380952	5.33333333333333	24.3809523809524	18.7619047619048	16.2857142857143	12.6190476190476	29.8095238095238	70.3529411764706	32.7647058823529	14.4705882352941	4.23529411764706	26.7647058823529	19.0588235294118	13.7058823529412	12.7058823529412	29.6470588235294	"H"
"505"	57.1666666666667	27.4444444444444	30.1111111111111	10.1111111111111	19.2222222222222	15.7222222222222	15	9.83333333333333	30.6666666666667	59.8666666666667	26.6666666666667	20.4666666666667	7.26666666666667	28.3333333333333	23.0666666666667	13.4	11.2	33.4	"H"
"506"	72.3529411764706	32.9411764705882	10.2941176470588	3.64705882352941	22.8235294117647	17.2941176470588	15.1176470588235	10.7647058823529	29.5882352941176	69.1764705882353	31.6470588235294	15.7058823529412	5.94117647058824	27.1176470588235	21.5294117647059	13.7058823529412	12.1764705882353	31.4117647058824	"A"
"507"	59.7777777777778	30	16.9444444444444	5.66666666666667	26.2222222222222	19.9444444444444	17	10.9444444444444	31.6666666666667	61.6470588235294	30.4705882352941	16.3529411764706	6.29411764705882	23.4705882352941	20.0588235294118	12.4117647058824	8.52941176470588	30.4705882352941	"A"
"508"	63	30.3333333333333	20.9444444444444	7.11111111111111	19.9444444444444	16.2777777777778	13.1111111111111	11.8888888888889	32.3333333333333	66.8888888888889	30.7777777777778	17.2222222222222	5.44444444444444	26.3333333333333	20.4444444444444	15.1111111111111	12.1111111111111	30.2777777777778	"H"
"509"	64.75	31.55	20.15	6.9	21.15	17.35	16	11.75	30.25	68.2142857142857	33.5	17.7857142857143	5.57142857142857	32.6428571428571	25.5714285714286	14.2142857142857	12.9285714285714	29.9285714285714	"H"
"510"	63.0588235294118	30.2941176470588	19.8823529411765	6.29411764705882	22.1176470588235	17.2352941176471	12.6470588235294	11.3529411764706	28.7058823529412	65.9523809523809	33.8095238095238	18.952380952381	6.95238095238095	27.5714285714286	21	13.8571428571429	12.4285714285714	32.9523809523809	"H"
"511"	53.6666666666667	26.2777777777778	25.9444444444444	10.1666666666667	24.9444444444444	18.2222222222222	13.5	9.5	32.1111111111111	57.2	28.45	21.4	8.9	20.55	14.75	12	8.9	31.2	"A"
"512"	67.4210526315789	32.2631578947368	12.6315789473684	3.63157894736842	24.5789473684211	18.5789473684211	15.4210526315789	11.5789473684211	29.7368421052632	56.1666666666667	29.2777777777778	21.5	7.94444444444444	23.5	17.7777777777778	13.8333333333333	10.8333333333333	29.6111111111111	"A"
"513"	57.2	30.6666666666667	17.8	6.86666666666667	28	21.2666666666667	15.8666666666667	8.26666666666667	29.2666666666667	65.1176470588235	28.7647058823529	16.8235294117647	5	24.0588235294118	17.2941176470588	14	11.9411764705882	28.8235294117647	"A"
"514"	65.0476190476191	31.6190476190476	20.2380952380952	6.95238095238095	21.6666666666667	17.8095238095238	15.7619047619048	11.7142857142857	30.3333333333333	67.3157894736842	34.5263157894737	12.1578947368421	4.47368421052632	28.7368421052632	21.8421052631579	14.1052631578947	12.5263157894737	30.6842105263158	"H"
"515"	65.5454545454545	30.5	15.2272727272727	5.36363636363636	24.2727272727273	18.7272727272727	16.0909090909091	12.3181818181818	29.8181818181818	65.6842105263158	31.7894736842105	15.3684210526316	4.57894736842105	24.6315789473684	18.5789473684211	14.3157894736842	12.7894736842105	28.1052631578947	"A"
"516"	56.9473684210526	27.1052631578947	30.0526315789474	10	18.8947368421053	15.4210526315789	14.7894736842105	9.63157894736842	30.7368421052632	56.0625	27.75	19.5625	7.5	22.875	18.5	12.8125	10.625	30	"A"
"517"	73.2222222222222	33.2777777777778	10.2777777777778	3.5	23.4444444444444	17.8888888888889	15.3333333333333	11.3888888888889	30	60.35	27.4	20.05	7.45	25.95	20	13.95	12.05	30.35	"H"
"518"	56.9444444444444	26	21.6111111111111	8.83333333333333	21	15.9444444444444	13.1111111111111	12.1111111111111	26.5	69.6666666666667	31.8333333333333	15.6111111111111	5.88888888888889	26.6111111111111	21.0555555555556	13.8333333333333	12.1111111111111	31.1111111111111	"A"
"519"	62.2	29.05	16.7	6.35	22.25	17.8	14.4	9.2	29.9	59.3	30.8	16.3	6.3	29.15	22.45	15.55	10.9	32.05	"H"
"520"	58.1176470588235	26.0588235294118	21.4705882352941	8.47058823529412	25	18.1176470588235	12.6470588235294	10.7058823529412	30.5294117647059	61.1666666666667	32.2777777777778	17.1111111111111	7	26.1111111111111	19.2777777777778	16.2222222222222	10.7222222222222	32.8333333333333	"H"
"521"	61.625	29.0625	15.375	5.6875	21.125	15.625	14.6875	10.8125	26.9375	66.7647058823529	32.2941176470588	12.7058823529412	4.52941176470588	24.3529411764706	18.3529411764706	13.2352941176471	10.4117647058824	29.8823529411765	"A"
"522"	57.8125	29.125	20.4375	7	24.0625	17.8125	13.1875	11.0625	30.1875	62.2	30.45	14.6	4.9	25.05	19.3	14.2	9.75	28.25	"A"
"523"	63.1578947368421	30.6315789473684	20.8947368421053	6.89473684210526	19.6842105263158	16.1578947368421	13.1578947368421	11.8421052631579	32.1578947368421	58.7368421052632	29.3684210526316	19.2105263157895	7.57894736842105	33	24.7368421052632	14.9473684210526	9.42105263157895	31.3684210526316	"H"
"524"	63.8571428571429	30.9285714285714	17.7142857142857	6.85714285714286	28.9285714285714	22.7142857142857	14.2142857142857	11.7857142857143	31.2857142857143	59.6875	26.6875	20.9375	7.375	27.6875	22.5625	13.375	11.3125	34.25	"A"
"525"	63.4444444444444	30.5	20.0555555555556	6.44444444444444	21.6666666666667	16.8333333333333	12.5	11.2222222222222	28.7222222222222	69.6111111111111	32.1666666666667	14.8888888888889	4.72222222222222	26.9444444444444	19.2777777777778	13.7222222222222	12.6111111111111	29.5	"A"
"526"	53.5789473684211	26.0526315789474	25.7368421052632	10.3684210526316	24.7894736842105	18.2631578947368	13.4736842105263	9.31578947368421	31.8421052631579	66.7894736842105	30.8947368421053	17.1578947368421	5.57894736842105	25.8421052631579	20	15.1052631578947	11.7894736842105	30.4736842105263	"A"
"527"	59	26.4444444444444	21.1111111111111	8.22222222222222	25.3888888888889	18.4444444444444	12.3888888888889	11.1111111111111	30.3333333333333	65.2222222222222	28.8888888888889	16.9444444444444	5.05555555555556	24.2777777777778	17.6111111111111	14.2222222222222	11.9444444444444	28.8888888888889	"A"
"528"	65.4736842105263	29.7368421052632	17.3157894736842	6.73684210526316	21	16.9473684210526	16.2631578947368	11.2105263157895	29.1052631578947	61.3888888888889	30	16.3888888888889	6.27777777777778	23.8888888888889	20.3888888888889	12.5	8.66666666666667	30.6111111111111	"A"
"529"	63	29.5555555555556	14.9444444444444	5.05555555555556	23.2777777777778	17.5	11.9444444444444	11.1111111111111	30.1666666666667	68.0625	32.75	20.25	7.5625	24.6875	19.375	15.1875	11.8125	35.0625	"H"
"530"	64.2666666666667	31.2666666666667	17.2666666666667	6.73333333333333	28.6	22.4	13.7333333333333	11.6	30.8666666666667	57.5238095238095	28.8095238095238	21	8.61904761904762	20.3809523809524	14.8571428571429	11.952380952381	8.76190476190476	31.2380952380952	"H"
"531"	63.2631578947368	30.4736842105263	19.6315789473684	6.26315789473684	22.5263157894737	17.5263157894737	12.5263157894737	11.2631578947368	28.6842105263158	66.5882352941177	31.4117647058824	15.7058823529412	5.29411764705882	26.3529411764706	20.7058823529412	13.4117647058824	12.5882352941176	30.4117647058824	"A"
"532"	59.0588235294118	28.1764705882353	21.5882352941176	8.35294117647059	26	20.7058823529412	13.4705882352941	10.3529411764706	29.5882352941176	59.5238095238095	30.8571428571429	16.6666666666667	6.47619047619048	29	22.3809523809524	15.3809523809524	11	32.0952380952381	"H"
"533"	58	27.1764705882353	19.0588235294118	7.70588235294118	22.5294117647059	18.1176470588235	13.1176470588235	8.29411764705882	28.5882352941176	62.3333333333333	30.9444444444444	20.8888888888889	7	22.6111111111111	17.9444444444444	13.3888888888889	11.8333333333333	32.6111111111111	"A"
"534"	56.5789473684211	25.8421052631579	21.6842105263158	8.94736842105263	21.6842105263158	16.6842105263158	13.3157894736842	12.0526315789474	26.7368421052632	69.4705882352941	33.4117647058824	11.7647058823529	3.82352941176471	25.6470588235294	18.5294117647059	15.7058823529412	14.2352941176471	30.4117647058824	"H"
"535"	60.9473684210526	30.0526315789474	17.1052631578947	5.63157894736842	22.2105263157895	18	16.5263157894737	8.8421052631579	27.9473684210526	67.5333333333333	33.2	18.1333333333333	5.86666666666667	33.0666666666667	26	14.2666666666667	12.7333333333333	30.3333333333333	"A"
"536"	66.5555555555556	32.7777777777778	13.6111111111111	4.16666666666667	26.1111111111111	20.2222222222222	17.3333333333333	11.9444444444444	29.3333333333333	69.7	31.75	10.95	4.25	24.9	18.7	17.15	11.95	30.85	"H"
"537"	64.9411764705882	30.1764705882353	17.1176470588235	5.29411764705882	19.6470588235294	14.3529411764706	12.5294117647059	10.1764705882353	28.2941176470588	57.6875	27	28.4375	10.8125	25.75	20.25	16.25	12.25	32.6875	"H"
"538"	57.1764705882353	28.8235294117647	20.4705882352941	7.29411764705882	24.2941176470588	17.8235294117647	13.2352941176471	10.7058823529412	30.4117647058824	69.3157894736842	31.7894736842105	15.4736842105263	5.68421052631579	27	21.3684210526316	13.8421052631579	12.1052631578947	30.8421052631579	"H"
"539"	57.6875	30.8125	18	6.8125	28	21.5	15.8125	8.5625	29.1875	58.95	29.35	19	7.4	33.25	24.95	15.05	9.55	31.4	"H"
"540"	56.65	25.8	21.25	8.65	21.9	16.85	13.6	12.2	26.65	60.9047619047619	27.6666666666667	20.3333333333333	7.38095238095238	25.7619047619048	19.952380952381	13.952380952381	12.3333333333333	30.3809523809524	"A"
"541"	58.8421052631579	26.5789473684211	20.8947368421053	8.1578947368421	25.3157894736842	18.4210526315789	12.2105263157895	10.8421052631579	30.2631578947368	69.5625	33.9375	17.9375	5.875	33.5625	25.9375	14.0625	13.25	30.875	"H"
"542"	63.6315789473684	29.7894736842105	15.4736842105263	5.26315789473684	23.0526315789474	17.1578947368421	11.7894736842105	11.1052631578947	30.5263157894737	69.4761904761905	31.952380952381	10.7142857142857	4.19047619047619	25.5238095238095	19.3809523809524	17.2380952380952	11.8095238095238	31.2380952380952	"H"
"543"	65.3913043478261	30.6086956521739	15.3478260869565	5.34782608695652	24	18.6086956521739	15.9565217391304	12.3478260869565	29.5217391304348	66.65	30.8	17.2	5.7	26.1	20.25	14.95	11.65	30.1	"A"
"544"	65.1111111111111	29.6111111111111	16.8333333333333	6.22222222222222	24.4444444444444	19.7777777777778	15	12	30	60.7368421052632	32	17.3157894736842	7.21052631578947	26.0526315789474	19.3157894736842	16.2105263157895	10.5263157894737	33	"A"
"545"	58.6111111111111	27.6666666666667	18.8888888888889	7.61111111111111	22.2222222222222	17.8888888888889	12.7777777777778	8.33333333333333	28.4444444444444	57.8947368421053	31.4210526315789	20.1052631578947	7.15789473684211	26.5263157894737	20.6842105263158	13.4210526315789	10.5789473684211	31.3157894736842	"H"
"546"	57.3	27.3	29.8	9.9	19.05	15.4	14.45	9.8	30.8	65.75	31.65	15.25	4.65	24.25	18.4	14.25	13	27.95	"H"
"547"	53.1	26.05	26.3	11	24.7	18.25	13.5	9.1	31.95	65.9545454545455	33.5454545454545	18.8636363636364	7.04545454545455	27.7272727272727	21.1818181818182	14	12.6363636363636	33.0909090909091	"A"
"548"	59.6666666666667	28.5333333333333	20.4	8	18	14.4666666666667	12.4	7.53333333333333	32.3333333333333	68.5555555555556	32.8888888888889	12.3888888888889	4.22222222222222	25.3888888888889	18.5555555555556	15.3333333333333	14	30	"H"
"549"	62.0952380952381	29.0952380952381	16.952380952381	6.47619047619048	22.4285714285714	18	14.2380952380952	9.04761904761905	29.952380952381	68.2941176470588	32.5882352941176	20	7.58823529411765	25.2352941176471	19.7647058823529	14.8823529411765	11.7058823529412	35.3529411764706	"H"
"550"	66.6842105263158	32.6842105263158	13.6315789473684	4.15789473684211	26.1578947368421	20.1578947368421	16.8947368421053	11.6842105263158	28.7894736842105	62.1428571428571	30.3333333333333	14.2857142857143	4.71428571428571	25.6666666666667	19.7142857142857	14.0952380952381	9.66666666666667	28.2857142857143	"A"
"551"	59.6842105263158	29.5789473684211	17.1052631578947	5.89473684210526	26.2105263157895	19.9473684210526	16.8421052631579	10.8947368421053	31.7368421052632	60.5454545454545	27.7727272727273	20.4545454545455	7.45454545454545	25.3636363636364	19.5909090909091	13.7727272727273	12.0454545454545	30.2727272727273	"A"
"552"	63.3	30.45	19.4	6.35	22.6	17.55	12.55	11.35	28.3	60.2352941176471	27.3529411764706	20.5294117647059	7.29411764705882	26.5294117647059	21.5882352941176	13.2941176470588	11.1764705882353	34	"H"
"553"	65.7083333333333	30.7916666666667	15.4166666666667	5.54166666666667	24.375	19.0416666666667	15.75	12.4166666666667	29.2083333333333	64.8947368421053	28.8421052631579	16.7894736842105	4.94736842105263	24.1052631578947	17.4736842105263	14.4210526315789	11.9473684210526	29.1578947368421	"H"
"554"	58.1052631578947	27.2631578947368	18.8421052631579	7.47368421052632	22.5263157894737	18.1578947368421	12.7894736842105	8.36842105263158	28.5789473684211	66.3333333333333	31.9444444444444	12.8333333333333	4.55555555555556	23.8888888888889	17.9444444444444	13.2222222222222	10.2777777777778	30.0555555555556	"A"
"555"	53.1904761904762	26	26.3809523809524	11.047619047619	25.1428571428571	18.4761904761905	13.6190476190476	9.38095238095238	32.2857142857143	59.4761904761905	29.6190476190476	19.2380952380952	7.33333333333333	33.7142857142857	25.2380952380952	15.1428571428571	9.80952380952381	31.4761904761905	"A"
"556"	67.05	32.25	12.75	3.9	24.4	18.55	15.7	11.55	29.65	57.4705882352941	27.1176470588235	28.2941176470588	11	26.1176470588235	20.7058823529412	15.9411764705882	12.6470588235294	31.5882352941176	"A"
"557"	56.9523809523809	26.0952380952381	20.9047619047619	8.47619047619048	22.4285714285714	17.2857142857143	13.3333333333333	12.1904761904762	26.952380952381	59.0909090909091	27.6818181818182	15.2727272727273	5.18181818181818	27.6363636363636	20.9545454545455	16.3636363636364	10.3636363636364	28.7727272727273	"H"
"558"	59.9375	28.25	20.4375	7.9375	18.125	14.6875	12.4375	7.9375	31.9375	69.45	31.75	15.35	5.75	26.95	21.25	13.85	12	30.95	"A"
"559"	65.95	32.55	13.9	4.3	26.2	20.15	16.85	11.45	28.65	61.7368421052632	30.7894736842105	21	7.10526315789474	22.1578947368421	17.7368421052632	13.4210526315789	11.5263157894737	32.5789473684211	"H"
"560"	63.7142857142857	30.3809523809524	19.3333333333333	6.38095238095238	22.1428571428571	17.047619047619	12.3333333333333	11.3333333333333	28.047619047619	69.6363636363636	31.9090909090909	10.6363636363636	4.18181818181818	25.2727272727273	19.1818181818182	17.0909090909091	11.9090909090909	31.5454545454545	"A"
"561"	57.8823529411765	30.8823529411765	18.5294117647059	6.82352941176471	28.1764705882353	21.8823529411765	16.2352941176471	8.70588235294118	29.5882352941176	61.3684210526316	30	16.2105263157895	6.21052631578947	24	20.5263157894737	12.3684210526316	8.47368421052632	30.3684210526316	"A"
"562"	65.05	29.8	17.7	6.85	20.7	16.75	16.1	11.25	29.1	57.2222222222222	27	28	10.9444444444444	25.7222222222222	20.5	16.1666666666667	12.3888888888889	31.3888888888889	"H"
"563"	56.9444444444444	28.5	20.7777777777778	7.44444444444444	24.3333333333333	17.7777777777778	13.3888888888889	10.5555555555556	30.7222222222222	66	33.304347826087	19.1739130434783	7.1304347826087	27.695652173913	21.1304347826087	13.8695652173913	12.6086956521739	32.8695652173913	"H"
"564"	63.1	30.5	21	6.9	19.9	16.35	13.35	11.95	32.2	68.7368421052632	33	12.4736842105263	4.42105263157895	25.0526315789474	18.3684210526316	15.2631578947368	13.8947368421053	30.4736842105263	"A"
"565"	61.2631578947368	30.6315789473684	16.6842105263158	6.21052631578947	28.1578947368421	21.7368421052632	15.7368421052632	10.7368421052632	29.6315789473684	59.8888888888889	27.8333333333333	20.2222222222222	7.05555555555556	26	21.0555555555556	13.5555555555556	10.9444444444444	34.1111111111111	"H"
"566"	64.05	30.05	15.1	5.1	22.3	16.45	11.75	10.8	30.5	62.1818181818182	30.2727272727273	14.1818181818182	4.63636363636364	25.8181818181818	19.9090909090909	14.2272727272727	9.81818181818182	28	"A"
"567"	64.9090909090909	31.5	20.3181818181818	7.22727272727273	21.5454545454545	17.7272727272727	15.9090909090909	11.5909090909091	30.3636363636364	56.4705882352941	27.6470588235294	19.7647058823529	7.47058823529412	22.9411764705882	18.7058823529412	12.7058823529412	11.1176470588235	30.1764705882353	"H"
"568"	65.4	30.44	15.68	5.68	24.48	19.12	15.56	12.36	28.8	60.9444444444444	30.7222222222222	18.5	6.61111111111111	25.9444444444444	20.2222222222222	12.3888888888889	14	28.3333333333333	"H"
"569"	65.5789473684211	29.8947368421053	17.1578947368421	6.26315789473684	24.1578947368421	19.4736842105263	14.6842105263158	12.3684210526316	30.0526315789474	64.95	29.3	16.5	4.9	23.85	17.25	14.6	12	29.45	"A"
"570"	58.0555555555556	31.2777777777778	18.5	6.72222222222222	28.2777777777778	22.1111111111111	16.0555555555556	8.88888888888889	29.2777777777778	59.3636363636364	30.9090909090909	16.9090909090909	6.72727272727273	28.6818181818182	22.1818181818182	15.4545454545455	10.9545454545455	32.2272727272727	"H"
"571"	60.0588235294118	28.2352941176471	20.5882352941176	7.88235294117647	18.1764705882353	14.7058823529412	12.2352941176471	8.05882352941176	32.1176470588235	59.5652173913044	27.9565217391304	15.1739130434783	5.1304347826087	27.7826086956522	21	16.1739130434783	10.4347826086957	29.2608695652174	"A"
